lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-79.0755556,40.3802778,2/25/1997 20:00,new florence,pa,us,light,1800,Bright Light in the East Hovering,1997,2,25
-111.8219444,33.4222222,2/28/1997 23:00,mesa,az,us,triangle,30,Viewed a light yellowish-orange somewhat translucent triangular-shape object with an undulating light.,1997,2,28
-112.0497222,41.1397222,3/1/1997 5:00,clinton,ut,us,circle,14400,1997 Ufo in Ogden Utah area&#44 I was standing under it it was huge&#33,1997,3,1
-115.1363889,36.175,3/5/1997 0:00,las vegas,nv,us,light,300,Approx. 20 lights in a v-shape which did a double-helix formation downward  It then formed a v-shape and flew overhead&#44 moving South to,1997,3,5
-84.2941667,34.0752778,3/10/1997 10:30,alpharetta,ga,us,triangle,900,Boomerang UFO sits on barn,1997,3,10
-75.9783333,36.8527778,3/10/1997 12:30,virginia beach,va,us,sphere,10,White&#44 spherical object moving in a NW trajectory&#44 silent&#44 moving extremely fast.,1997,3,10
-121.6947222,37.9319444,3/12/1997 23:00,brentwood,ca,us,formation,30,I saw three lights forming a V shape in the night sky about 300 feet in the air. There was no noise and they were moving slowly in an e,1997,3,12
-105.9372222,35.6869444,3/12/1997 23:00,santa fe,nm,us,other,120,THE TIME IT TOOK PLACE WAS THE DAY BEFORE THE ARIZONA SIGHTS OF MULTIPLE SHIPS.,1997,3,12
-112.4677778,34.54,3/13/1997 18:00,prescott,az,us,formation,180,These were individual craft flying in a distinct formation-- absolutely not flares.,1997,3,13
-112.0733333,33.4483333,3/13/1997 20:00,phoenix,az,us,other,300,a &quot;Flying wing&quot; which fley over my card as i was on I10 heading west,1997,3,13
-112.0733333,33.4483333,3/13/1997 20:00,phoenix,az,us,chevron,600,&quot;V&quot; shaped black object with 5 lights&#44 passed directlyover our house in Phoenix and didn&#39t make a sound. It&#39s shapewas that of a carpen,1997,3,13
-112.0733333,33.4483333,3/13/1997 20:00,phoenix,az,us,chevron,300,An object&#44 consisting of 5 lights&#44 in the shape of an arrow&#44 flew right over my house.,1997,3,13
-111.9086111,33.4147222,3/13/1997 20:10,tempe,az,us,other,600,Phoenix Lights,1997,3,13
-112.4677778,34.54,3/13/1997 20:12,prescott,az,us,formation,300,v formation white lights to start with at long range as it got closer looking through binoculars each light was actually 2 one red one,1997,3,13
-112.0733333,33.4483333,3/13/1997 20:15,phoenix (tempe),az,us,light,420,5 orange colored lights fall toward earth like fireworks.  Shortly after they hovered in place&#44 pulsating and began moving at odd traje,1997,3,13
-112.15,34.0708333,3/13/1997 20:15,black canyon city (5 miles n of),az,us,chevron,120,Phoenix Lights on I-17 near Sunset Point Rest Area,1997,3,13
-112.5830556,33.3702778,3/13/1997 20:25,buckeye,az,us,sphere,300,Observed a number (3 - 5) of white/yellow lights hovering (suspended) approximately 7 - 10 miles away.  Observed streaking object leavi,1997,3,13
-112.0733333,33.4483333,3/13/1997 20:30,phoenix,az,us,formation,300,4 orange lights at about 30&#39 elevation looking to the North/North-East. Appeared in a wide trapazoid formation. Very slow moving.,1997,3,13
-115.555,48.3883333,3/13/1997 20:35,libby,mt,us,light,90,fuzzy ball of light  hovers then rapidly streaks  accross the sky in a southernly direction/8:35PM 3/13/97,1997,3,13
-112.4677778,34.54,3/13/1997 21:00,prescott,az,us,formation,30,Saw 5 bright lights in triangle formation in the northand heading southeast at an extremely fast speed.,1997,3,13
-112.0733333,33.4483333,3/13/1997 22:00,phoenix,az,us,other,1800,This was real&#44 and not flares&#33,1997,3,13
-110.9258333,32.2216667,3/13/1997 22:00,tucson,az,us,light,600,We saw unidentified lights that didn&#39t blink or make noise and moved very&#44 very quickly.,1997,3,13
-82.4611111,29.0488889,3/14/1997 1:35,dunnellon,fl,us,light,1800,It was about 1:35 in the morning&#44and i wasspending the night at a friends house&#44 wegot bored because there was nothing to do&#44so we went,1997,3,14
-110.955,31.9575,3/14/1997 19:00,sahuarita,az,us,triangle,10,Very large cone-shaped object appeared out of nowhere,1997,3,14
-88.6422222,46.0927778,3/15/1997 21:30,iron river (17 miles west of),mi,us,light,1200,I was at our cabin with one of my friends&#44 and we saw two white lights zip through the woods  at nighttime.,1997,3,15
-114.6236111,32.7252778,3/16/1997 11:30,yuma (desert&#44 on olgiby rd.&#44 16 mi. ne. of  yuma),az,us,triangle,2700,about one mi. from front light to back and across about 10 t0 15 mi. from us. im just now able to talk about it.,1997,3,16
-70.3875,41.6283333,3/16/1997 17:39,osterville,ma,us,sphere,5,spotted horizontally traversing circular/spherical object,1997,3,16
-111.8219444,33.4222222,3/17/1997 20:35,mesa,az,us,chevron,5,UFO over Phoenix...over my back yard.  March 1997,1997,3,17
-112.0733333,33.4483333,3/20/1997 0:00,phoenix,az,us,other,600,V shaped object with lights on the wings buzzing too low over the highway...,1997,3,20
-105.9372222,35.6869444,3/20/1997 13:00,santa fe,nm,us,triangle,28800,Was MACHINED by ME ((name deleted)) at LOS ALAMOS NATIONAL labs.  Triangle of BERYLIUM METAL.,1997,3,20
-111.8983333,33.5091667,3/22/1997 16:00,scottsdale,az,us,circle,600,Daughter and I saw two round craft forming triangle with North Star&#44 then dancing around eachother and then zoomed off into deep space,1997,3,22
-84.1469444,33.4472222,3/22/1997 20:00,mcdonough,ga,us,light,2,I saw the UFO behind Comet Hail Bop&#44it came frome behind and below the comet&#44almost like a sling shoot.,1997,3,22
-89.5744444,44.5236111,3/22/1997 22:30,stevens point,wi,us,crescent,37800,A hazey orange object hovered in the evening sky.It moved&#44 in what looked like&#44 a crescent shapefrom the upper North-East to the North-,1997,3,22
-77.1891667,40.2013889,3/27/1997 20:10,carlisle,pa,us,formation,120,An object that looked like a satillite&#44 suddenly became bright when we blinked a flashlight at it.It was joined by 7 others that flew i,1997,3,27
-116.5444444,33.8302778,3/27/1997 21:00,palm springs,ca,us,light,2700,March 1997&#44 two bright lights that hovered about 45 minutes&#44 zoomed forward&#44 then zoomed toward comet.,1997,3,27
-78.3861111,33.9730556,3/30/1997 20:30,shallotte,nc,us,formation,20,9-10 orange objects flying in V formation&#44leader drops down to form W &#44all vanish within seconds. Watching Hale-Bopp&#44 both girlfriend a,1997,3,30
-80.4777778,25.4683333,4/1/1997 21:00,homestead,fl,us,unknown,7200,Red lights along the side&#44 white light in front&#44  in a search-like pattern: slow over water&#44 very fast over land.,1997,4,1
-112.0733333,33.4483333,4/3/1997 21:00,phoenix (far west),az,us,oval,300,it was a bright light which moved kind of fast&#44 it was making a humming sound which hummed for a couple of seconds then it was silenced,1997,4,3
-104.8208333,38.8338889,4/7/1997 5:30,colorado springs,co,us,cylinder,300,Dark.  Between Fontaine and Drennan Rd. A tall&#44 brightly litobject descended in field near reservoir west of Powers Rd.  Tieredwith mul,1997,4,7
-87.9063889,43.0388889,4/7/1997 14:00,milwaukee,wi,us,other,300,Strange objects descend to tree tops&#44  cruise  across tree tops and vanish into Lake Michigan.,1997,4,7
-122.4569444,38.2919444,4/8/1997 19:45,sonoma,ca,us,chevron,4,Extremely massive matte grey/black boomerang with no center section;  jets scrambled; no lights&#44 possible aura.,1997,4,8
-74.4125,40.5186111,4/14/1997 2:15,edison,nj,us,triangle,50,Large&#44 triangle shaped ufo that emanates light at each corner&#44 moves on straight a straight linear axis while in 360 degree rotation.,1997,4,14
-85.6488889,42.44,4/15/1997 2:30,plainwell,mi,us,diamond,300,Diamond-shpae object in the Southeastern sky&#44 heading northwest at a underterminate speed.,1997,4,15
-96.6666667,40.8,4/15/1997 22:00,lincoln,ne,us,sphere,1200,On a spring night in 1997 I was sitting in a car at a park with a friend talking.  I would periodically look out my window for no reaso,1997,4,15
-96.8,32.7833333,4/18/1997 7:05,dallas,tx,us,diamond,900,Looking East&#44 saw bright red light descendingdown thru cloud layer&#44 then back up into clouds&#44repeating twice. Red light had a diamond s,1997,4,18
-119.8127778,39.5297222,4/19/1997 1:30,reno (north of),nv,us,other,300,When first seen&#44 it was a huge&#44 brilliant white&#44 &quot;bow-tie&quot; shaped object which exploded into a much larger sphere filled with red&#44 gree,1997,4,19
-86.2947222,34.3580556,4/23/1997 18:00,guntersville,al,us,oval,120,new glass like craft seen,1997,4,23
-79.3855556,41.2147222,4/24/1997 1:00,clarion,pa,us,light,120,It was a partly cloudy night in April 1997&#44 the thursday following Easter Sunday.  My two friends and I were hanging out on the roof of,1997,4,24
-124.2166667,43.3666667,4/24/1997 21:30,coos bay,or,us,sphere,120,Woman looking at stars in E sky sees a &quot;dark tan circle of flames&quot; moving to the N.  10 min. later&#44 same obj. going S;  closer&#44 larger.,1997,4,24
-95.3630556,29.7630556,4/28/1997 22:00,houston,tx,us,light,30,My wife and I witnessed around 10 to 13 amber  lights flying in a &#39V&#39 formation at a high rate of speed over Houston.,1997,4,28
-77.8602778,40.7933333,5/1/1997 22:00,state college,pa,us,flash,20,Bright flash&#44 long and slow disipation of a thick white trail,1997,5,1
-117.3786111,33.1958333,5/2/1997 22:00,oceanside,ca,us,other,600,What appeared to be a slow-burning&#44 orange-colored object was slowly &quot;floating&quot; in a northernly direction directly over the beach just,1997,5,2
-89.6211111,42.2966667,5/3/1997 21:00,freeport,il,us,triangle,600,Bright triangular object&#44 slow speed and low sound&#44 spotlight appeared on our group&#44 4 other objects seen on horizon.,1997,5,3
-95.5575,29.6158333,5/3/1997 21:03,stafford,tx,us,other,10,Through telescope&#44observed amoeba or translucent object containing lights of blue red and white.Seemed distorted though could not see t,1997,5,3
-117.9280556,33.6188889,5/4/1997 22:20,newport beach,ca,us,triangle,2,It was a clear night on Sunday&#44May 4 &#3997 at 10.20pm. The craft approached from the sea&#44 the west&#44 and made a slight change on course to,1997,5,4
-121.28,38.7072222,5/8/1997 5:15,citrus heights (a suburb of sacramento),ca,us,other,120,Object of an unknown type cruising at a low rate of speed over the area of Citrus Heights,1997,5,8
-97.7427778,30.2669444,5/10/1997 0:00,austin,tx,us,flash,3,it flashed very bright and then took off at the speed of light with a blue trail following it.,1997,5,10
-86.0225,33.9244444,5/10/1997 21:00,southside (gadsden),al,us,other,180,Two bright objects hovering one moment then taking off at high speeds&#44 beyond aircraft speeds.  These two objects seemed to stop and go,1997,5,10
-120.185,48.4780556,5/10/1997 23:59,winthrop,wa,us,other,7200,Objects observed in mountain sky,1997,5,10
-121.8938889,37.3394444,5/14/1997 11:40,san jose (on the west side),ca,us,circle,180,I saw a round object in the sky slowingmoving to the SE.  It was below the cloudsand left no vapor tail.,1997,5,14
-96.5988889,32.7666667,5/15/1997 8:30,mesquite (near dallas),tx,us,teardrop,25,Small quiet very non dramatic teardrop shaped flying object appeared to be taking off.,1997,5,15
-97.1463889,31.5491667,5/15/1997 20:00,waco,tx,us,light,60,mama ship drops off baby ship,1997,5,15
-73.1580556,40.7211111,5/15/1997 21:00,great river,ny,us,oval,2700,As I was leaving in my car from a building I happened to look up into the sky and noticed 6 hovering things.  I stopped my car and got,1997,5,15
-114.005,33.9325,5/15/1997 22:45,bouse,az,us,triangle,60,5/15/97 at 22:45pm&#44 son and I saw a 150ft pie wedged shaped craft fly down our valley East to West at 30-40mph at 30ft altitude. At eac,1997,5,15
-76.6466667,40.3777778,5/18/1997 19:00,grantville (rte. 443 and appleby road),pa,us,triangle,10,in church parking lot&#44 my son and aunt&#44 see triangle fly over head.at the intersection of RT 443 AND APPLEBY RD. very fast,1997,5,18
-85.7594444,38.2541667,5/20/1997 1:00,louisville,ky,us,circle,300,glow over louisville kentucky,1997,5,20
-147.3494444,64.7511111,5/20/1997 15:00,north pole,ak,us,unknown,10,Strange noisy craft in North Pole,1997,5,20
-81.8586111,27.2155556,5/23/1997 4:00,arcadia (outskirts of),fl,us,light,180,Me and my friend were traveling down I-75 towards Arcadia&#44 Fl. when we saw a very bright pulsating white light hovering in a clearing&#44,1997,5,23
-74.2911111,41.0052778,5/26/1997 16:50,pompton lakes,nj,us,disk,15,I was driving in a car. I saw a saucer metal shaped object&#44 a metal I&#39ve never seen before&#44 hovering in the sky&#44 above the falls. It se,1997,5,26
-97.3794444,31.8591667,5/27/1997 0:35,laguna park,tx,us,cigar,300,At about 24:35 my friends and I were traveling to Laguna Park on Highway 56&#44 when we saw an odd looking aircraft hovering above at abou,1997,5,27
-110.9638889,39.3266667,5/27/1997 23:00,huntington,ut,us,light,6,I&#39m 15 years old and this happened about a year ago but I just foundthis place to submit it. Me and my friend were sleeping in my backy,1997,5,27
-95.3630556,29.7630556,6/1/1997 0:00,houston,tx,us,chevron,300,1997 Houston&#44 Tx.&#44 midnite - 1a.m.&#44 observed silent&#44 dark&#44 Chevron shaped object&#44 gliding very slowly overhead&#44 tremendous size.,1997,6,1
-112.0733333,33.4483333,6/1/1997 1:00,phoenix,az,us,unknown,14400,((NUFORC Note:  We suspect the possibility of twinkling stars.  Just a guess.  PD))  Stationary red-green=white lights.,1997,6,1
-157.7208333,21.35,6/1/1997 10:00,waimanalo,hi,us,oval,300,Blurs out of atmosphere&#44 makes speedy angled turns&#44 not slowing down to take em and seems to be spastic at times&#44 and also silent.,1997,6,1
-81.1994444,37.4208333,6/1/1997 12:00,lashmeet,wv,us,triangle,300,I saw a gray hazy metallic triangle shaped object with 3 blue lights and an appearance of being transparent in form.,1997,6,1
-122.3402778,47.7558333,6/1/1997 23:00,shoreline,wa,us,triangle,600,its been 10 years&#44 did anybody else see what i saw in shoreline washington,1997,6,1
-74.0063889,40.7141667,6/5/1997 16:00,new york city (brooklyn),ny,us,disk,120,Sighting Over Brooklyn New York,1997,6,5
-71.0027778,42.2527778,6/7/1997 22:00,quincy,ma,us,cylinder,5,I WAS RIDING IN THE CAR WITH MY MOM WHEN A STRANGE MISSILE SHAPED OBJECT FLY OVER THE ROAD AT LOW ALTITUDE,1997,6,7
-75.1302778,40.31,6/9/1997 1:30,doylestown,pa,us,triangle,15,V-shaped object / glowed with dim light,1997,6,9
-83.6277778,42.7919444,6/9/1997 22:30,holly,mi,us,triangle,180,Triangle craft crosses over US 23 North of Holly&#44 MI on 06/09/1997  @ 22:30,1997,6,9
-74.1727778,40.7355556,6/12/1997 21:45,newark (south of&#44 garden state pkwy.),nj,us,light,5,A bright light with a tail&#44 like a fireworks&#44 flew east to west across the highway&#44 between 100 and 500 feet elevation??&#44 distance ??,1997,6,12
-80.0888889,41.1577778,6/15/1997 0:00,grove city,pa,us,triangle,900,V-shaped object hovering over local hospital  Several other local sightings.,1997,6,15
-81.3794444,28.5380556,6/15/1997 1:00,orlando,fl,us,disk,1500,A object appears over tree top one night.,1997,6,15
-89.5888889,40.6936111,6/15/1997 1:00,peoria,il,us,disk,180,Two people see UFO hovering at a distance of 10 feet.,1997,6,15
-106.7777778,32.3122222,6/15/1997 3:00,las cruces,nm,us,fireball,300,Circle shaped red fire ball in Las Cruces&#44 NM,1997,6,15
-81.65,35.0716667,6/15/1997 13:30,gaffney,sc,us,cylinder,120,I was standimg in my back yeard i something shiny cought the coner when i look there was a bright silver cylinder and it was siting sta,1997,6,15
-111.8902778,40.7608333,6/15/1997 17:30,salt lake city,ut,us,other,600,I was taking a walk near an elementary school and decided to sit down. It was the evening&#44 but the sky was still bright. I was looking,1997,6,15
-81.5191667,41.0813889,6/15/1997 18:00,akron,oh,us,disk,7200,Me and my frend saw a bright light.,1997,6,15
-123.3322222,42.3477778,6/16/1997 22:46,murphy,or,us,other,3,A white lighted object appeared from the South West side flew to the North and disappeared. It appeared out of nowhere and disappeared,1997,6,16
-118.0958333,33.9830556,6/17/1997 12:00,pico rivera,ca,us,chevron,15,black&#44low flying from north to south&#44like from civic center to long beach silent&#44pencil thin very quick less then 1000ft elev.? appeard,1997,6,17
-94.9425,32.5363889,6/19/1997 2:00,gladewater,tx,us,other,1800,It was an overcast night when a frind and I were leaving to go out for the night when I told my friend to look up and he couldn`t beliv,1997,6,19
-73.9527778,40.8852778,6/19/1997 20:15,englewood cliffs,nj,us,light,2,When I looked up a bright white light appeared. It began moving to the left and changed to a faint yellow. The light dimmed to the poin,1997,6,19
-112.0091667,34.7391667,6/19/1997 20:30,cottonwood,az,us,disk,1800,Disc with amber lights seen near Verde River. Disc was accompanied by other unidentified objects.,1997,6,19
-82.1402778,29.1869444,6/20/1997 1:00,ocala,fl,us,light,300,It was amber orange in color glowing and pulsating behind a cloud or vapor floated very slowly and split in two,1997,6,20
-77.4016667,41.8766667,6/20/1997 21:00,little marsh,pa,us,triangle,180,Darkest night sky of year&#44moon not visible.Object traveled south-north very low&#44no sound&#44slow&#44two large front facing white cicles that,1997,6,20
-122.4302778,45.4983333,6/27/1997 0:50,gresham,or,us,triangle,120,Clear night &amp; sky - no other aircraft.  Saw strange lights in NE not like regular aircraft. Am trucker&#44 kept catching glimpse of lights,1997,6,27
-73.3222222,40.7163889,6/27/1997 20:00,north babylon (long island),ny,us,triangle,1215,To whom it may concern&#44 my name is((Name deleted)). On the night of June 27&#44 1997&#44 me and my friend (Deleted) saw a U.F.O.  I can tell,1997,6,27
-114.0716667,48.0633333,6/30/1997 1:00,bigfork,mt,us,triangle,20,I woke up balf a sleep shook x-husband said do you see the light? he raised up half way said &#39ya&#39 and he fell back to sleep i looked at,1997,6,30
-82.4544444,27.0994444,6/30/1997 5:45,venice,fl,us,cigar,600,&quot;Bouncing Ball&quot; follows car in Venice Florida,1997,6,30
-106.3875,35.0808333,6/30/1997 23:00,tijeras,nm,us,cigar,120,steadily moved across the sky &amp; then hovered&#44 2x&#44 creating a triangle formation &amp; then dissapearing.,1997,6,30
-94.8755556,32.3861111,7/1/1997 1:30,kilgore,tx,us,circle,5,Two police officers&#44 out on a hunting expedition&#44 witness a dramatically bright &quot;fireball&quot; close to their position.,1997,7,1
-95.9375,41.2586111,7/1/1997 15:20,omaha,ne,us,disk,60,UFO sighted in plain daylight cruising at low altitudeand without audible sound in Omaha.,1997,7,1
-73.9977778,41.9269444,7/1/1997 21:00,kingston,ny,us,disk,180,A bright saucer UFO rose up from behind distant woods&#44 turned left and glided out of sight.,1997,7,1
-123.6302778,40.9397222,7/1/1997 23:00,willow creek,ca,us,sphere,300,Blue orb appears out of nowhere&#44 lights up huge area&#44 and then sets behind my house on mountain-side.,1997,7,1
-122.6355556,38.2325,7/2/1997 21:00,petaluma,ca,us,changing,9000,We saw and followed a bright light for quite a number of miles on a summer evening in July of 1997.,1997,7,2
-117.1786111,46.7313889,7/3/1997 0:00,pullman,wa,us,rectangle,300,Very long recatangle body that rose to form a triangle.  It had about 5 huge white lights similar to an aircraft on one end.  At the ot,1997,7,3
-86.1016667,42.5938889,7/3/1997 22:00,fennville,mi,us,sphere,300,white sphere witnessed over treeline from the shore of Lake Michigan,1997,7,3
-84.4777778,37.9886111,7/3/1997 22:30,lexington,ky,us,triangle,120,I saw a triangular aircraft moving slowly and noislessly East to West.,1997,7,3
-90.4811111,38.7838889,7/4/1997 20:30,st. charles,mo,us,light,5,We were at a local fireworks display.  Just before dusk&#44 I looked up in the sky with my son and saw a large green object shooting acros,1997,7,4
-90.0916667,38.4613889,7/4/1997 21:00,millstadt,il,us,light,5,MISSOURI INVESTIGATORS GROUP Report:  We were in the back yard in IL (USA) and we saw a blue light right at the roofline.,1997,7,4
-90.4811111,38.7838889,7/4/1997 21:15,st. charles (outside of st. louis),mo,us,sphere,5,St. Charles&#44 MO&#44 before fireworks show. A blue ball (??) of lightstreaked across the sky&#44 I&#39d say east to west. There was no noise.It j,1997,7,4
-90.5769444,38.6630556,7/4/1997 21:18,chesterfield,mo,us,light,2,Above us a bright bluish light appeared which lit up the sky then diminished to nothing.,1997,7,4
-88.0852778,38.7308333,7/4/1997 21:25,olney,il,us,light,2,Object flashed overhead&#44 bright blue/green,1997,7,4
-90.1977778,38.6272222,7/4/1997 21:30,st. louis,mo,us,light,5,Blue light that shot across the sky horizontally.,1997,7,4
-89.9902778,38.5888889,7/4/1997 21:35,fairview heights,il,us,light,2,A blue light seen overhead moving east to west&#44very fast.It was not fireworks.,1997,7,4
-90.1111111,38.8802778,7/4/1997 21:45,east alton,il,us,light,7,We saw a bright blue-green object streak across the southern sky at a great rate of speed&#44travelling from east to west.,1997,7,4
-90.1841667,38.8905556,7/4/1997 22:00,alton,il,us,light,2,This report is being entered for an aquaintance of mine who told me to contact this sight and inform you.  He saw that &quot;blue/green ball,1997,7,4
-90.1977778,38.6272222,7/4/1997 22:00,st. louis (kirkwood),mo,us,disk,600,Saw saucer shae - bright light hovering for about 10 minutes over Kirwood MO.,1997,7,4
-90.1486111,38.7013889,7/4/1997 22:00,granite city (5min.from st.louis&#44mo.),il,us,light,4,A blue-green light moved so fast across the sky I had to turn my head to keep up with it.,1997,7,4
-122.3905556,40.5866667,7/4/1997 22:00,redding (northeast of&#44 out over millville&#44 approximately),ca,us,light,300,Two amber lights moving at the same distance apart beginning at one end of Redding and ending in the north eastern direction above Redd,1997,7,4
-89.9136111,38.4275,7/4/1997 22:45,freeburg (outside of),il,us,light,8,Blue light going from the east to the west very fast&#44 no sound thought it was fireworks at the time.. After talking to everyone at the,1997,7,4
-111.8902778,40.7608333,7/14/1997 15:00,salt lake city,ut,us,other,600,While on the roof of our 26 floor condominium building we saw what appeared to be a cloud or haze moving across the sky at about the sa,1997,7,14
-92.9441667,46.0113889,7/15/1997 1:00,hinckley,mn,us,sphere,600,Girlfriend and I were up in Hinckley&#44 MN at a friend&#39s cabin.  It was a clear sky with very little light polution and a lot of stars. I,1997,7,15
-96.9952778,37.2397222,7/15/1997 1:20,winfield,ks,us,light,10,extremely bright light moving at Moc 12 North to South from Wichita Ka to the So. Horizon in less than 8sec.,1997,7,15
-94.1622222,45.5608333,7/15/1997 3:00,st. cloud,mn,us,sphere,600,2 orange balls connected with 7 others to become one and fly away at a high rate of speed..,1997,7,15
-112.0091667,34.7391667,7/15/1997 14:00,cottonwood,az,us,disk,900,Suacer and secondary object over Cottonwood Arizona (verde valley) chased by Jets,1997,7,15
-110.9258333,32.2216667,7/15/1997 21:00,tucson,az,us,triangle,900,I saw one triangular shaped craft&#44 it had two very big randomly flashing lights(bluish white color).,1997,7,15
-77.9930556,35.3847222,7/15/1997 23:00,goldsboro,nc,us,formation,1200,1997 rotating stars positioned to left and right of moon do fast clockwise rotations,1997,7,15
-86.1336111,40.4863889,7/15/1997 23:30,kokomo,in,us,triangle,600,Black triangular object observed hovering over a residential area in Kokomo&#44 IN during the summer of 1997. 500 Lights On Object0: Y,1997,7,15
-111.6505556,35.1980556,7/16/1997 0:00,flagstaff,az,us,light,15,Stationary &quot;star&quot; light began to travel in straight lines,1997,7,16
-122.3761111,47.8108333,7/16/1997 17:20,edmonds,wa,us,triangle,1200,day light sighting of a dark triangle,1997,7,16
-118.1730556,35.0525,7/16/1997 20:00,mojave,ca,us,light,600,Small triangular formations in desert sky&#44  forming into larger triangle formation,1997,7,16
-80.2375,26.3097222,7/16/1997 21:30,parkland,fl,us,light,12,something tought to be a heli move forward and shoot back wards in a blink of a eye,1997,7,16
-71.2013889,42.7883333,7/18/1997 2:00,salem,nh,us,unknown,1800,My husband had been sitting the computer in our den when he noticed rotating red&#44 white and blue lights in our back yard.  It was a hot,1997,7,18
-77.7955556,38.7133333,7/23/1997 20:00,warrenton,va,us,triangle,10,triangular metalic object high in the sky moving at an extreme high rate of speed.changed direction 3 times at sharp angles.,1997,7,23
-112.2975,40.5308333,7/23/1997 21:30,tooele (near),ut,us,light,60,Large orange light with a tail fanning out.After seeing for about one minute it slowlyfaded away.  Resembled Comet Hale-Bopp.,1997,7,23
-80.1938889,25.7738889,7/23/1997 23:00,miami,fl,us,formation,180,Six stars in a vertical line&#44 moving all at the same speed.,1997,7,23
-89.335,37.7644444,7/24/1997 21:45,murphysboro,il,us,cylinder,300,The witnessed reported to me she saw a irradescent&#44green&#44cylindar object move horizontal across the sky going South to North. She first,1997,7,24
-120.9522222,39.1008333,7/25/1997 3:00,colfax (closer to weimar),ca,us,fireball,60,Early in the morning&#44 I awoke&#44 rapidly sitting up in bed as if awakened by a bad dream. Without any thought or autonomy on my part&#44 I g,1997,7,25
-122.1238889,48.1988889,7/26/1997 3:21,arlington,wa,us,changing,1200,At 3:20 a.m. I looked out the peephole in the door&#44 and I saw a white object in the sky outside my house. It changed shapes&#44ovals&#44 tria,1997,7,26
-87.65,41.85,7/27/1997 0:00,chicago,il,us,unknown,10,Three single file white lights&#44 moving in unison&#44 south to north&#44 making no sound.,1997,7,27
-82.1886111,36.5963889,7/28/1997 21:30,bristol,va,us,cigar,300,Cigar shaped object and dual lights turing and disappearing over horizon at extreme altitude,1997,7,28
-87.1638889,30.3569444,7/30/1997 20:10,gulf breeze,fl,us,formation,1200,I first spotted a single eztremely bright orange glowing light&#44 which was followed by 5 to 7 other stationary similar objects in a hori,1997,7,30
-113.2891667,37.1752778,8/1/1997 22:30,hurricane,ut,us,light,2,A brilliantly green streaking fireball.,1997,8,1
-89.5877778,36.8766667,8/2/1997 10:10,sikeston,mo,us,light,2,a green light appeared as myself and two nephews were driving home. at first i thought it was an airplane but then it started too have,1997,8,2
-90.1977778,38.6272222,8/3/1997 19:15,st. louis,mo,us,cylinder,120,Observed cylinder shaped object hovering 30feet or less over hwy 40 west 2 miles west of downtown.  Object was dark colored&#44 no lights&#44,1997,8,3
-122.4869444,48.7597222,8/10/1997 23:30,bellingham,wa,us,light,180,Saw a dim moving light.  Thought I was watching a satellite.  Yellow light flashed brilliantly&#44 then faded to near invisibility.  It wa,1997,8,10
-85.6680556,42.9633333,8/12/1997 1:00,grand rapids,mi,us,light,4800,Small distant white light floating about the east side of Grand Rapids during the night.  Flashing green and red lights&#44 not much movem,1997,8,12
-93.2630556,45.0861111,8/12/1997 17:08,fridley,mn,us,sphere,10,While walking from work to car observed a very bright orange shaped object on the just above the horizon.  The object appeared stationa,1997,8,12
-122.1866667,37.8316667,8/12/1997 21:15,canyon,ca,us,light,60,Two adults witness three dim yellow lights flying in rough triangle formation&#44 moving from north to south.  The three lights jockey for,1997,8,12
-117.5477778,33.9311111,8/14/1997 13:00,norco (river and trail),ca,us,disk,45,I observed a shinny mettalic Disk Flying&#44  across the clear blue sky.,1997,8,14
-86.0508333,37.4452778,8/15/1997 0:00,millerstown,ky,us,triangle,300,I observed a large triangle shaped object hovering above treetops on a clear night for about 5 minutes or more.,1997,8,15
-118.1958333,34.47,8/15/1997 0:00,acton (approx.),ca,us,oval,25,Oblong&#44 orange light in sky traveling at slow speed.  White beam of light came down from orange light&#44 then went back up into orange li,1997,8,15
-78.8786111,42.8863889,8/15/1997 20:15,buffalo,ny,us,sphere,900,Orbs/Spheres over Hertel Avnue Looking North West towards Niagarg street,1997,8,15
-112.0333333,43.4666667,8/15/1997 22:00,idaho falls,id,us,other,5,WHAT APPEARED TO BE A DUAL ENGINE PROP JET FLEW OVER MY HOUSE AT NIGHT&#44 HAD NO LIGHTS AND THERE WAS NO SOUND,1997,8,15
-112.0252778,41.1108333,8/15/1997 22:30,clearfield,ut,us,triangle,15,Low flying&#44 Silent&#44 triangular with four lights&#44 One steady light on each rounded corner and one swirling light in the center.,1997,8,15
-76.7947222,40.8625,8/15/1997 23:30,west sunbury,pa,us,light,45,BRIGHT LIGHT APPEARED ABOUT 200 FT IN AIR AND COVERED ME WITH A BRIGHT BEAM BEFORE STREAKING OFF OUT OF SIGHT,1997,8,15
-75.1641667,39.9522222,8/17/1997 9:30,philadelphia,pa,us,sphere,25200,I sighted in daylight between 1 and 8 small&#44 bright&#44 round objects high in the sky over a period of 7 hours that flew from north to eas,1997,8,17
-85.5872222,42.2916667,8/17/1997 18:00,kalamazoo,mi,us,disk,17,A saucer in the sky. 500 Lights On Object0: Yes,1997,8,17
-96.4,42.5,8/17/1997 22:30,sioux city,ia,us,triangle,10,the 4 of us saw a totally black triangle  shaped object  with no lights or sound fly over head blackining the stars out.,1997,8,17
